image_path,file_name,label_name,label,caption,sample_type,source_class_name,original_class_index,source_image_path,generation_metadata_path
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/ClownFish_928.jpg,ClownFish_928.jpg,ClownFish,3,There is a clownfish hidden in the natural background.,original,ClownFish,3,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/ClownFish_928.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/ClownFish_929.jpg,ClownFish_929.jpg,ClownFish,3,There is a clownfish hidden in the natural background.,original,ClownFish,3,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/ClownFish_929.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/ClownFish_935.jpg,ClownFish_935.jpg,ClownFish,3,There is a clownfish hidden in the natural background.,original,ClownFish,3,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/ClownFish_935.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/ClownFish_943.jpg,ClownFish_943.jpg,ClownFish,3,There is a clownfish hidden in the natural background.,original,ClownFish,3,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/ClownFish_943.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/ClownFish_947.jpg,ClownFish_947.jpg,ClownFish,3,There is a clownfish hidden in the natural background.,original,ClownFish,3,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/ClownFish_947.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/ClownFish_956.jpg,ClownFish_956.jpg,ClownFish,3,There is a clownfish hidden in the natural background.,original,ClownFish,3,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/ClownFish_956.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/ClownFish_959.jpg,ClownFish_959.jpg,ClownFish,3,There is a clownfish hidden in the natural background.,original,ClownFish,3,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/ClownFish_959.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/ClownFish_964.jpg,ClownFish_964.jpg,ClownFish,3,There is a clownfish hidden in the natural background.,original,ClownFish,3,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/ClownFish_964.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/ClownFish_970.jpg,ClownFish_970.jpg,ClownFish,3,There is a clownfish hidden in the natural background.,original,ClownFish,3,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/ClownFish_970.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/ClownFish_973.jpg,ClownFish_973.jpg,ClownFish,3,There is a clownfish hidden in the natural background.,original,ClownFish,3,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/ClownFish_973.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/ClownFish_974.jpg,ClownFish_974.jpg,ClownFish,3,There is a clownfish hidden in the natural background.,original,ClownFish,3,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/ClownFish_974.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/ClownFish_975.jpg,ClownFish_975.jpg,ClownFish,3,There is a clownfish hidden in the natural background.,original,ClownFish,3,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/ClownFish_975.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Conch_101.jpg,Conch_101.jpg,Conch,4,There is a conch hidden in the natural background.,original,Conch,4,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Conch_101.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Conch_12.jpg,Conch_12.jpg,Conch,4,There is a conch hidden in the natural background.,original,Conch,4,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Conch_12.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Conch_14.jpg,Conch_14.jpg,Conch,4,There is a conch hidden in the natural background.,original,Conch,4,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Conch_14.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Conch_20.jpg,Conch_20.jpg,Conch,4,There is a conch hidden in the natural background.,original,Conch,4,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Conch_20.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Conch_36.jpg,Conch_36.jpg,Conch,4,There is a conch hidden in the natural background.,original,Conch,4,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Conch_36.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Conch_40.jpg,Conch_40.jpg,Conch,4,There is a conch hidden in the natural background.,original,Conch,4,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Conch_40.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Conch_45.jpg,Conch_45.jpg,Conch,4,There is a conch hidden in the natural background.,original,Conch,4,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Conch_45.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Conch_48.jpg,Conch_48.jpg,Conch,4,There is a conch hidden in the natural background.,original,Conch,4,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Conch_48.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Conch_58.jpg,Conch_58.jpg,Conch,4,There is a conch hidden in the natural background.,original,Conch,4,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Conch_58.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Conch_59.jpg,Conch_59.jpg,Conch,4,There is a conch hidden in the natural background.,original,Conch,4,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Conch_59.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Conch_61.jpg,Conch_61.jpg,Conch,4,There is a conch hidden in the natural background.,original,Conch,4,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Conch_61.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Conch_70.jpg,Conch_70.jpg,Conch,4,There is a conch hidden in the natural background.,original,Conch,4,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Conch_70.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Conch_82.jpg,Conch_82.jpg,Conch,4,There is a conch hidden in the natural background.,original,Conch,4,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Conch_82.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Conch_87.jpg,Conch_87.jpg,Conch,4,There is a conch hidden in the natural background.,original,Conch,4,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Conch_87.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Conch_90.jpg,Conch_90.jpg,Conch,4,There is a conch hidden in the natural background.,original,Conch,4,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Conch_90.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Conch_92.jpg,Conch_92.jpg,Conch,4,There is a conch hidden in the natural background.,original,Conch,4,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Conch_92.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Conch_93.jpg,Conch_93.jpg,Conch,4,There is a conch hidden in the natural background.,original,Conch,4,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Conch_93.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Conch_94.jpg,Conch_94.jpg,Conch,4,There is a conch hidden in the natural background.,original,Conch,4,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Conch_94.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Conch_96.jpg,Conch_96.jpg,Conch,4,There is a conch hidden in the natural background.,original,Conch,4,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Conch_96.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Crab_373.jpg,Crab_373.jpg,Crab,5,There is a crab hidden in the natural background.,original,Crab,5,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Crab_373.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Crab_374.jpg,Crab_374.jpg,Crab,5,There is a crab hidden in the natural background.,original,Crab,5,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Crab_374.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Crab_382.jpg,Crab_382.jpg,Crab,5,There is a crab hidden in the natural background.,original,Crab,5,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Crab_382.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Crab_390.jpg,Crab_390.jpg,Crab,5,There is a crab hidden in the natural background.,original,Crab,5,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Crab_390.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Crab_397.jpg,Crab_397.jpg,Crab,5,There is a crab hidden in the natural background.,original,Crab,5,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Crab_397.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Crab_405.jpg,Crab_405.jpg,Crab,5,There is a crab hidden in the natural background.,original,Crab,5,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Crab_405.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Crab_417.jpg,Crab_417.jpg,Crab,5,There is a crab hidden in the natural background.,original,Crab,5,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Crab_417.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Crab_433.jpg,Crab_433.jpg,Crab,5,There is a crab hidden in the natural background.,original,Crab,5,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Crab_433.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Crab_435.jpg,Crab_435.jpg,Crab,5,There is a crab hidden in the natural background.,original,Crab,5,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Crab_435.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Crab_436.jpg,Crab_436.jpg,Crab,5,There is a crab hidden in the natural background.,original,Crab,5,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Crab_436.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Crab_440.jpg,Crab_440.jpg,Crab,5,There is a crab hidden in the natural background.,original,Crab,5,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Crab_440.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Crab_443.jpg,Crab_443.jpg,Crab,5,There is a crab hidden in the natural background.,original,Crab,5,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Crab_443.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Crab_446.jpg,Crab_446.jpg,Crab,5,There is a crab hidden in the natural background.,original,Crab,5,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Crab_446.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Crab_447.jpg,Crab_447.jpg,Crab,5,There is a crab hidden in the natural background.,original,Crab,5,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Crab_447.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Crab_461.jpg,Crab_461.jpg,Crab,5,There is a crab hidden in the natural background.,original,Crab,5,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Crab_461.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/CrocodileFish_2890.jpg,CrocodileFish_2890.jpg,CrocodileFish,6,There is a crocodilefish hidden in the natural background.,original,CrocodileFish,6,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/CrocodileFish_2890.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/CrocodileFish_2891.jpg,CrocodileFish_2891.jpg,CrocodileFish,6,There is a crocodilefish hidden in the natural background.,original,CrocodileFish,6,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/CrocodileFish_2891.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/CrocodileFish_2895.jpg,CrocodileFish_2895.jpg,CrocodileFish,6,There is a crocodilefish hidden in the natural background.,original,CrocodileFish,6,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/CrocodileFish_2895.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/CuttleFish_2873.jpg,CuttleFish_2873.jpg,CuttleFish,7,There is a cuttlefish hidden in the natural background.,original,CuttleFish,7,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/CuttleFish_2873.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Dolphin_758.jpg,Dolphin_758.jpg,Dolphin,8,There is a dolphin hidden in the natural background.,original,Dolphin,8,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Dolphin_758.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Dolphin_771.jpg,Dolphin_771.jpg,Dolphin,8,There is a dolphin hidden in the natural background.,original,Dolphin,8,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Dolphin_771.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Dolphin_772.jpg,Dolphin_772.jpg,Dolphin,8,There is a dolphin hidden in the natural background.,original,Dolphin,8,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Dolphin_772.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Dolphin_773.jpg,Dolphin_773.jpg,Dolphin,8,There is a dolphin hidden in the natural background.,original,Dolphin,8,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Dolphin_773.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Dolphin_781.jpg,Dolphin_781.jpg,Dolphin,8,There is a dolphin hidden in the natural background.,original,Dolphin,8,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Dolphin_781.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Dolphin_782.jpg,Dolphin_782.jpg,Dolphin,8,There is a dolphin hidden in the natural background.,original,Dolphin,8,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Dolphin_782.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Dolphin_797.jpg,Dolphin_797.jpg,Dolphin,8,There is a dolphin hidden in the natural background.,original,Dolphin,8,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Dolphin_797.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Dolphin_802.jpg,Dolphin_802.jpg,Dolphin,8,There is a dolphin hidden in the natural background.,original,Dolphin,8,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Dolphin_802.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Dolphin_803.jpg,Dolphin_803.jpg,Dolphin,8,There is a dolphin hidden in the natural background.,original,Dolphin,8,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Dolphin_803.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Fish_1009.jpg,Fish_1009.jpg,Fish,9,There is a fish hidden in the natural background.,original,Fish,10,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Fish_1009.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Fish_1014.jpg,Fish_1014.jpg,Fish,9,There is a fish hidden in the natural background.,original,Fish,10,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Fish_1014.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Fish_1015.jpg,Fish_1015.jpg,Fish,9,There is a fish hidden in the natural background.,original,Fish,10,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Fish_1015.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Fish_1017.jpg,Fish_1017.jpg,Fish,9,There is a fish hidden in the natural background.,original,Fish,10,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Fish_1017.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Fish_1030.jpg,Fish_1030.jpg,Fish,9,There is a fish hidden in the natural background.,original,Fish,10,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Fish_1030.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Fish_1037.jpg,Fish_1037.jpg,Fish,9,There is a fish hidden in the natural background.,original,Fish,10,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Fish_1037.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Fish_1044.jpg,Fish_1044.jpg,Fish,9,There is a fish hidden in the natural background.,original,Fish,10,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Fish_1044.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Fish_1055.jpg,Fish_1055.jpg,Fish,9,There is a fish hidden in the natural background.,original,Fish,10,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Fish_1055.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Fish_1058.jpg,Fish_1058.jpg,Fish,9,There is a fish hidden in the natural background.,original,Fish,10,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Fish_1058.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Fish_1061.jpg,Fish_1061.jpg,Fish,9,There is a fish hidden in the natural background.,original,Fish,10,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Fish_1061.jpg,
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Fish_1070.jpg,Fish_1070.jpg,Fish,9,There is a fish hidden in the natural background.,original,Fish,10,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/data/MAS3K/extracted/MAS3K/img/Fish_1070.jpg,
