filename,filename_neg,Caption,Caption_neg
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000127.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000127.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000123.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000123.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000080.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000080.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000094.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000094.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000056.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000056.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000042.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000042.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000095.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000095.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000081.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000081.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000122.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000122.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000120.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000120.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000108.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000108.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000097.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000097.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000083.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000083.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000040.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000040.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000068.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000068.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000069.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000069.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000082.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000082.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000096.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000096.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000109.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000109.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000121.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000121.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000104.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000104.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000110.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000110.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000058.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000058.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000070.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000070.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000064.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000064.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000065.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000065.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000071.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000071.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000059.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000059.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000111.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000111.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000105.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000105.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000113.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000113.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000107.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000107.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000098.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000098.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000067.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000067.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000073.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000073.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000072.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000072.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000066.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000066.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000099.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000099.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000106.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000106.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000112.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000112.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000116.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000116.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000102.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000102.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000089.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000089.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000062.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000062.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000076.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000076.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000077.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000077.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000063.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000063.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000088.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000088.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000103.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000103.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000117.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000117.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000101.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000101.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000115.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000115.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000129.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000129.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000075.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000075.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000061.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000061.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000060.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000060.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000074.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000074.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000128.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000128.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000114.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000114.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000100.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000100.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000013.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000013.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000007.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000007.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000006.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000006.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000012.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000012.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000038.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000038.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000004.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000004.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000010.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000010.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000011.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000011.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000005.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000005.png,a photo of a benign tumor breast,a photo of a healthy breast
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT/Benign/000039.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_vector_injection_breast2/Benign/000039.png,a photo of a benign tumor breast,a photo of a healthy breast
